Voltage_measured,Current_measured,Temperature_measured,Time,Capacity,cycle_count
3.8630172213009963,-0.001200660698297908,24.955357833915112,23.0,1.9469076305220883,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,24.0,1.9459036144578312,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,25.0,1.9448995983935742,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,26.0,1.9438955823293171,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,27.0,1.9428915662650603,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,28.0,1.9418875502008033,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,29.0,1.9408835341365462,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,30.0,1.9398795180722892,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,31.0,1.9388755020080322,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,32.0,1.9378714859437751,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,33.0,1.936867469879518,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,34.0,1.935863453815261,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,35.0,1.934859437751004,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,36.0,1.933855421686747,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,37.0,1.93285140562249,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,38.0,1.9318473895582329,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,39.0,1.9308433734939758,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,40.0,1.9298393574297188,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,41.0,1.9288353413654618,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,42.0,1.9278313253012047,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,43.0,1.9268273092369477,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,44.0,1.9258232931726906,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,45.0,1.9248192771084338,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,46.0,1.9238152610441768,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,47.0,1.9228112449799197,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,48.0,1.9218072289156627,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,49.0,1.9208032128514057,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,50.0,1.9197991967871486,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,51.0,1.9187951807228916,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,52.0,1.9177911646586345,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,53.0,1.9167871485943775,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,54.0,1.9157831325301204,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,55.0,1.9147791164658634,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,56.0,1.9137751004016064,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,57.0,1.9127710843373493,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,58.0,1.9117670682730923,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,59.0,1.9107630522088352,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,60.0,1.9097590361445782,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,61.0,1.9087550200803212,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,62.0,1.9077510040160643,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,63.0,1.9067469879518073,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,64.0,1.9057429718875503,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,65.0,1.9047389558232932,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,66.0,1.9037349397590362,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,67.0,1.9027309236947791,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,68.0,1.901726907630522,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,69.0,1.900722891566265,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,70.0,1.899718875502008,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,71.0,1.898714859437751,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,72.0,1.897710843373494,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,73.0,1.896706827309237,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,74.0,1.8957028112449799,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,75.0,1.8946987951807228,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,76.0,1.8936947791164658,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,77.0,1.8926907630522087,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,78.0,1.8916867469879517,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,79.0,1.8906827309236947,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,80.0,1.8896787148594376,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,81.0,1.8886746987951808,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,82.0,1.8876706827309238,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,83.0,1.8866666666666667,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,84.0,1.8856626506024097,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,85.0,1.8846586345381526,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,86.0,1.8836546184738956,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,87.0,1.8826506024096386,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,88.0,1.8816465863453815,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,89.0,1.8806425702811245,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,90.0,1.8796385542168674,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,91.0,1.8786345381526104,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,92.0,1.8776305220883533,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,93.0,1.8766265060240963,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,94.0,1.8756224899598393,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,95.0,1.8746184738955822,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,96.0,1.8736144578313252,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,97.0,1.8726104417670684,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,98.0,1.8716064257028113,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,99.0,1.8706024096385543,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,100.0,1.8695983935742972,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,101.0,1.8685943775100402,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,102.0,1.8675903614457832,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,103.0,1.8665863453815261,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,104.0,1.865582329317269,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,105.0,1.864578313253012,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,106.0,1.863574297188755,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,107.0,1.862570281124498,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,108.0,1.861566265060241,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,109.0,1.8605622489959839,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,110.0,1.8595582329317268,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,111.0,1.8585542168674698,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,112.0,1.8575502008032128,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,113.0,1.8565461847389557,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,114.0,1.8555421686746987,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,115.0,1.8545381526104416,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,116.0,1.8535341365461848,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,117.0,1.8525301204819278,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,118.0,1.8515261044176707,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,119.0,1.8505220883534137,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,120.0,1.8495180722891567,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,121.0,1.8485140562248996,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,122.0,1.8475100401606426,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,123.0,1.8465060240963855,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,124.0,1.8455020080321285,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,125.0,1.8444979919678715,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,126.0,1.8434939759036144,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,127.0,1.8424899598393574,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,128.0,1.8414859437751003,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,129.0,1.8404819277108433,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,130.0,1.8394779116465863,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,131.0,1.8384738955823292,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,132.0,1.8374698795180724,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,133.0,1.8364658634538154,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,134.0,1.8354618473895583,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,135.0,1.8344578313253013,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,136.0,1.8334538152610442,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,137.0,1.8324497991967872,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,138.0,1.8314457831325301,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,139.0,1.830441767068273,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,140.0,1.829437751004016,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,141.0,1.828433734939759,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,142.0,1.827429718875502,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,143.0,1.826425702811245,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,144.0,1.825421686746988,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,145.0,1.8244176706827309,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,146.0,1.8234136546184738,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,147.0,1.8224096385542168,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,148.0,1.8214056224899597,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,149.0,1.8204016064257027,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,150.0,1.8193975903614457,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,151.0,1.8183935742971886,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,152.0,1.8173895582329318,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,153.0,1.8163855421686748,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,154.0,1.8153815261044177,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,155.0,1.8143775100401607,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,156.0,1.8133734939759036,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,157.0,1.8123694779116466,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,158.0,1.8113654618473896,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,159.0,1.8103614457831325,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,160.0,1.8093574297188755,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,161.0,1.8083534136546184,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,162.0,1.8073493975903614,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,163.0,1.8063453815261044,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,164.0,1.8053413654618473,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,165.0,1.8043373493975903,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,166.0,1.8033333333333332,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,167.0,1.8023293172690764,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,168.0,1.8013253012048194,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,169.0,1.8003212851405623,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,170.0,1.7993172690763053,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,171.0,1.7983132530120483,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,172.0,1.7973092369477912,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,173.0,1.7963052208835342,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,174.0,1.7953012048192771,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,175.0,1.79429718875502,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,176.0,1.793293172690763,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,177.0,1.792289156626506,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,178.0,1.791285140562249,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,179.0,1.790281124497992,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,180.0,1.7892771084337349,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,181.0,1.7882730923694778,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,182.0,1.7872690763052208,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,183.0,1.7862650602409638,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,184.0,1.7852610441767067,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,185.0,1.7842570281124497,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,186.0,1.7832530120481926,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,187.0,1.7822489959839358,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,188.0,1.7812449799196788,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,189.0,1.7802409638554217,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,190.0,1.7792369477911647,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,191.0,1.7782329317269077,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,192.0,1.7772289156626506,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,193.0,1.7762248995983936,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,194.0,1.7752208835341365,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,195.0,1.7742168674698795,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,196.0,1.7732128514056225,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,197.0,1.7722088353413654,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,198.0,1.7712048192771084,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,199.0,1.7702008032128513,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,200.0,1.7691967871485943,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,201.0,1.7681927710843373,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,202.0,1.7671887550200804,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,203.0,1.7661847389558234,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,204.0,1.7651807228915664,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,205.0,1.7641767068273093,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,206.0,1.7631726907630523,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,207.0,1.7621686746987952,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,208.0,1.7611646586345382,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,209.0,1.7601606425702812,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,210.0,1.7591566265060241,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,211.0,1.758152610441767,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,212.0,1.75714859437751,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,213.0,1.756144578313253,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,214.0,1.755140562248996,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,215.0,1.754136546184739,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,216.0,1.7531325301204819,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,217.0,1.7521285140562248,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,218.0,1.7511244979919678,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,219.0,1.7501204819277107,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,220.0,1.7491164658634537,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,221.0,1.7481124497991967,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,222.0,1.7471084337349398,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,223.0,1.7461044176706828,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,224.0,1.7451004016064258,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,225.0,1.7440963855421687,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,226.0,1.7430923694779117,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,227.0,1.7420883534136546,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,228.0,1.7410843373493976,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,229.0,1.7400803212851406,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,230.0,1.7390763052208835,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,231.0,1.7380722891566265,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,232.0,1.7370682730923694,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,233.0,1.7360642570281124,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,234.0,1.7350602409638554,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,235.0,1.7340562248995983,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,236.0,1.7330522088353413,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,237.0,1.7320481927710842,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,238.0,1.7310441767068274,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,239.0,1.7300401606425704,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,240.0,1.7290361445783133,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,241.0,1.7280321285140563,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,242.0,1.7270281124497993,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,243.0,1.7260240963855422,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,244.0,1.7250200803212852,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,245.0,1.7240160642570281,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,246.0,1.723012048192771,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,247.0,1.722008032128514,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,248.0,1.721004016064257,1
3.8630172213009963,-0.001200660698297908,24.955357833915112,249.0,1.72,1
3.853017221300996,-0.001200660698297908,25.255357833915113,0.0,1.94,2
3.853017221300996,-0.001200660698297908,25.255357833915113,1.0,1.938995983935743,2
3.853017221300996,-0.001200660698297908,25.255357833915113,2.0,1.9379919678714859,2
3.853017221300996,-0.001200660698297908,25.255357833915113,3.0,1.9369879518072288,2
3.853017221300996,-0.001200660698297908,25.255357833915113,4.0,1.9359839357429718,2
3.853017221300996,-0.001200660698297908,25.255357833915113,5.0,1.9349799196787147,2
3.853017221300996,-0.001200660698297908,25.255357833915113,6.0,1.9339759036144577,2
3.853017221300996,-0.001200660698297908,25.255357833915113,7.0,1.9329718875502007,2
3.853017221300996,-0.001200660698297908,25.255357833915113,8.0,1.9319678714859436,2
3.853017221300996,-0.001200660698297908,25.255357833915113,9.0,1.9309638554216868,2
3.853017221300996,-0.001200660698297908,25.255357833915113,10.0,1.9299598393574298,2
3.853017221300996,-0.001200660698297908,25.255357833915113,11.0,1.9289558232931727,2
3.853017221300996,-0.001200660698297908,25.255357833915113,12.0,1.9279518072289157,2
3.853017221300996,-0.001200660698297908,25.255357833915113,13.0,1.9269477911646586,2
3.853017221300996,-0.001200660698297908,25.255357833915113,14.0,1.9259437751004016,2
3.853017221300996,-0.001200660698297908,25.255357833915113,15.0,1.9249397590361446,2
3.853017221300996,-0.001200660698297908,25.255357833915113,16.0,1.9239357429718875,2
3.853017221300996,-0.001200660698297908,25.255357833915113,17.0,1.9229317269076305,2
3.853017221300996,-0.001200660698297908,25.255357833915113,18.0,1.9219277108433734,2
3.853017221300996,-0.001200660698297908,25.255357833915113,19.0,1.9209236947791164,2
3.853017221300996,-0.001200660698297908,25.255357833915113,20.0,1.9199196787148594,2
3.853017221300996,-0.001200660698297908,25.255357833915113,21.0,1.9189156626506023,2
3.853017221300996,-0.001200660698297908,25.255357833915113,22.0,1.9179116465863453,2
3.853017221300996,-0.001200660698297908,25.255357833915113,23.0,1.9169076305220882,2
3.853017221300996,-0.001200660698297908,25.255357833915113,24.0,1.9159036144578312,2
3.853017221300996,-0.001200660698297908,25.255357833915113,25.0,1.9148995983935742,2
3.853017221300996,-0.001200660698297908,25.255357833915113,26.0,1.9138955823293171,2
3.853017221300996,-0.001200660698297908,25.255357833915113,27.0,1.9128915662650603,2
3.853017221300996,-0.001200660698297908,25.255357833915113,28.0,1.9118875502008033,2
3.853017221300996,-0.001200660698297908,25.255357833915113,29.0,1.9108835341365462,2
3.853017221300996,-0.001200660698297908,25.255357833915113,30.0,1.9098795180722892,2
3.853017221300996,-0.001200660698297908,25.255357833915113,31.0,1.9088755020080321,2
3.853017221300996,-0.001200660698297908,25.255357833915113,32.0,1.907871485943775,2
3.853017221300996,-0.001200660698297908,25.255357833915113,33.0,1.906867469879518,2
3.853017221300996,-0.001200660698297908,25.255357833915113,34.0,1.905863453815261,2
3.853017221300996,-0.001200660698297908,25.255357833915113,35.0,1.904859437751004,2
3.853017221300996,-0.001200660698297908,25.255357833915113,36.0,1.903855421686747,2
3.853017221300996,-0.001200660698297908,25.255357833915113,37.0,1.9028514056224899,2
3.853017221300996,-0.001200660698297908,25.255357833915113,38.0,1.9018473895582328,2
3.853017221300996,-0.001200660698297908,25.255357833915113,39.0,1.9008433734939758,2
3.853017221300996,-0.001200660698297908,25.255357833915113,40.0,1.8998393574297188,2
3.853017221300996,-0.001200660698297908,25.255357833915113,41.0,1.8988353413654617,2
3.853017221300996,-0.001200660698297908,25.255357833915113,42.0,1.8978313253012047,2
3.853017221300996,-0.001200660698297908,25.255357833915113,43.0,1.8968273092369476,2
3.853017221300996,-0.001200660698297908,25.255357833915113,44.0,1.8958232931726906,2
3.853017221300996,-0.001200660698297908,25.255357833915113,45.0,1.8948192771084338,2
3.853017221300996,-0.001200660698297908,25.255357833915113,46.0,1.8938152610441767,2
3.853017221300996,-0.001200660698297908,25.255357833915113,47.0,1.8928112449799197,2
3.853017221300996,-0.001200660698297908,25.255357833915113,48.0,1.8918072289156627,2
3.853017221300996,-0.001200660698297908,25.255357833915113,49.0,1.8908032128514056,2
3.853017221300996,-0.001200660698297908,25.255357833915113,50.0,1.8897991967871486,2
3.853017221300996,-0.001200660698297908,25.255357833915113,51.0,1.8887951807228915,2
3.853017221300996,-0.001200660698297908,25.255357833915113,52.0,1.8877911646586345,2
3.853017221300996,-0.001200660698297908,25.255357833915113,53.0,1.8867871485943775,2
3.853017221300996,-0.001200660698297908,25.255357833915113,54.0,1.8857831325301204,2
3.853017221300996,-0.001200660698297908,25.255357833915113,55.0,1.8847791164658634,2
3.853017221300996,-0.001200660698297908,25.255357833915113,56.0,1.8837751004016063,2
3.853017221300996,-0.001200660698297908,25.255357833915113,57.0,1.8827710843373493,2
3.853017221300996,-0.001200660698297908,25.255357833915113,58.0,1.8817670682730923,2
3.853017221300996,-0.001200660698297908,25.255357833915113,59.0,1.8807630522088352,2
3.853017221300996,-0.001200660698297908,25.255357833915113,60.0,1.8797590361445782,2
3.853017221300996,-0.001200660698297908,25.255357833915113,61.0,1.8787550200803211,2
3.853017221300996,-0.001200660698297908,25.255357833915113,62.0,1.8777510040160643,2
3.853017221300996,-0.001200660698297908,25.255357833915113,63.0,1.8767469879518073,2
3.853017221300996,-0.001200660698297908,25.255357833915113,64.0,1.8757429718875502,2
3.853017221300996,-0.001200660698297908,25.255357833915113,65.0,1.8747389558232932,2
3.853017221300996,-0.001200660698297908,25.255357833915113,66.0,1.8737349397590362,2
3.853017221300996,-0.001200660698297908,25.255357833915113,67.0,1.8727309236947791,2
3.853017221300996,-0.001200660698297908,25.255357833915113,68.0,1.871726907630522,2
3.853017221300996,-0.001200660698297908,25.255357833915113,69.0,1.870722891566265,2
3.853017221300996,-0.001200660698297908,25.255357833915113,70.0,1.869718875502008,2
3.853017221300996,-0.001200660698297908,25.255357833915113,71.0,1.868714859437751,2
3.853017221300996,-0.001200660698297908,25.255357833915113,72.0,1.867710843373494,2
3.853017221300996,-0.001200660698297908,25.255357833915113,73.0,1.8667068273092369,2
3.853017221300996,-0.001200660698297908,25.255357833915113,74.0,1.8657028112449798,2
3.853017221300996,-0.001200660698297908,25.255357833915113,75.0,1.8646987951807228,2
3.853017221300996,-0.001200660698297908,25.255357833915113,76.0,1.8636947791164657,2
3.853017221300996,-0.001200660698297908,25.255357833915113,77.0,1.8626907630522087,2
3.853017221300996,-0.001200660698297908,25.255357833915113,78.0,1.8616867469879517,2
3.853017221300996,-0.001200660698297908,25.255357833915113,79.0,1.8606827309236946,2
3.853017221300996,-0.001200660698297908,25.255357833915113,80.0,1.8596787148594376,2
3.853017221300996,-0.001200660698297908,25.255357833915113,81.0,1.8586746987951808,2
3.853017221300996,-0.001200660698297908,25.255357833915113,82.0,1.8576706827309237,2
3.853017221300996,-0.001200660698297908,25.255357833915113,83.0,1.8566666666666667,2
3.853017221300996,-0.001200660698297908,25.255357833915113,84.0,1.8556626506024096,2
